ID	Gene Name	Species	GOTERM_CC_DIRECT
ENSG00000169379	ADP ribosylation factor like GTPase 13B(ARL13B)	Homo sapiens	GO:0005929~cilium,GO:0005930~axoneme,GO:0031514~motile cilium,GO:0060170~ciliary membrane,GO:0072372~primary cilium,
ENSG00000152219	ADP ribosylation factor like GTPase 14 effector protein(ARL14EP)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000185305	ADP ribosylation factor like GTPase 15(ARL15)	Homo sapiens	GO:0005622~intracellular,GO:0070062~extracellular exosome,
ENSG00000214087	ADP ribosylation factor like GTPase 16(ARL16)	Homo sapiens	GO:0005622~intracellular,
ENSG00000102931	ADP ribosylation factor like GTPase 2 binding protein(ARL2BP)	Homo sapiens	GO:0005634~nucleus,GO:0005758~mitochondrial intermembrane space,GO:0005759~mitochondrial matrix,GO:0005813~centrosome,GO:0005819~spindle,GO:0005829~cytosol,GO:0005929~cilium,GO:0030496~midbody,
ENSG00000213465	ADP ribosylation factor like GTPase 2(ARL2)	Homo sapiens	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005758~mitochondrial intermembrane space,GO:0005759~mitochondrial matrix,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005929~cilium,GO:0016328~lateral plasma membrane,GO:0070062~extracellular exosome,
ENSG00000138175	ADP ribosylation factor like GTPase 3(ARL3)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005634~nucleus,GO:0005794~Golgi apparatus,GO:0005813~centrosome,GO:0005876~spindle microtubule,GO:0005881~cytoplasmic microtubule,GO:0005929~cilium,GO:0030496~midbody,GO:0032391~photoreceptor connecting cilium,GO:0070062~extracellular exosome,GO:0072372~primary cilium,
ENSG00000122644	ADP ribosylation factor like GTPase 4A(ARL4A)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,
ENSG00000188042	ADP ribosylation factor like GTPase 4C(ARL4C)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0030175~filopodium,
ENSG00000162980	ADP ribosylation factor like GTPase 5A(ARL5A)	Homo sapiens	GO:0005622~intracellular,
ENSG00000165997	ADP ribosylation factor like GTPase 5B(ARL5B)	Homo sapiens	GO:0005622~intracellular,
ENSG00000170540	ADP ribosylation factor like GTPase 6 interacting protein 1(ARL6IP1)	Homo sapiens	GO:0005784~Sec61 translocon complex,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,
ENSG00000182196	ADP ribosylation factor like GTPase 6 interacting protein 4(ARL6IP4)	Homo sapiens	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0016607~nuclear speck,
ENSG00000144746	ADP ribosylation factor like GTPase 6 interacting protein 5(ARL6IP5)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000177917	ADP ribosylation factor like GTPase 6 interacting protein 6(ARL6IP6)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000113966	ADP ribosylation factor like GTPase 6(ARL6)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005879~axonemal microtubule,GO:0005886~plasma membrane,GO:0005929~cilium,GO:0005930~axoneme,GO:0016020~membrane,GO:0030117~membrane coat,GO:0034464~BBSome,GO:0060170~ciliary membrane,GO:0070062~extracellular exosome,GO:0072372~primary cilium,
ENSG00000143862	ADP ribosylation factor like GTPase 8A(ARL8A)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0016020~membrane,GO:0030496~midbody,GO:0031902~late endosome membrane,GO:0051233~spindle midzone,GO:0070062~extracellular exosome,
ENSG00000134108	ADP ribosylation factor like GTPase 8B(ARL8B)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0016020~membrane,GO:0030496~midbody,GO:0031902~late endosome membrane,GO:0051233~spindle midzone,GO:0070062~extracellular exosome,
ENSG00000196503	ADP ribosylation factor like GTPase 9(ARL9)	Homo sapiens	GO:0005622~intracellular,
ENSG00000101246	ADP ribosylation factor related protein 1(ARFRP1)	Homo sapiens	GO:0005622~intracellular,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0016020~membrane,GO:0032588~trans-Golgi network membrane,
ENSG00000170222	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent(ADPRM)	Homo sapiens	GO:0005829~cytosol,GO:0016021~integral component of membrane,
ENSG00000144843	ADP-ribosylarginine hydrolase(ADPRH)	Homo sapiens	GO:0005622~intracellular,GO:0012505~endomembrane system,
ENSG00000153531	ADP-ribosylhydrolase like 1(ADPRHL1)	Homo sapiens	GO:0005622~intracellular,GO:0012505~endomembrane system,
ENSG00000139154	AE binding protein 2(AEBP2)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0035098~ESC/E(Z) complex,
ENSG00000172493	AF4/FMR2 family member 1(AFF1)	Homo sapiens	GO:0008023~transcription elongation factor complex,
ENSG00000155966	AF4/FMR2 family member 2(AFF2)	Homo sapiens	GO:0016607~nuclear speck,
ENSG00000144218	AF4/FMR2 family member 3(AFF3)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000072364	AF4/FMR2 family member 4(AFF4)	Homo sapiens	GO:0008023~transcription elongation factor complex,GO:0035327~transcriptionally active chromatin,
ENSG00000141385	AFG3 like matrix AAA peptidase subunit 2(AFG3L2)	Homo sapiens	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005745~m-AAA complex,GO:0016021~integral component of membrane,
ENSG00000185567	AHNAK nucleoprotein 2(AHNAK2)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0030018~Z disc,GO:0030315~T-tubule,GO:0030659~cytoplasmic vesicle membrane,GO:0042383~sarcolemma,GO:0043034~costamere,
ENSG00000124942	AHNAK nucleoprotein(AHNAK)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005913~cell-cell adherens junction,GO:0005925~focal adhesion,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0030315~T-tubule,GO:0031982~vesicle,GO:0042383~sarcolemma,GO:0043034~costamere,GO:0044291~cell-cell contact zone,GO:0045121~membrane raft,GO:0070062~extracellular exosome,
ENSG00000162641	AKNA domain containing 1(AKNAD1)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000166971	AKT interacting protein(AKTIP)	Homo sapiens	GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0030897~HOPS complex,GO:0070695~FHF complex,
ENSG00000105221	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005769~early endosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005938~cell cortex,GO:0032587~ruffle membrane,
ENSG00000117020	AKT serine/threonine kinase 3(AKT3)	Homo sapiens	GO:0005622~intracellular,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,
ENSG00000204673	AKT1 substrate 1(AKT1S1)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0031931~TORC1 complex,GO:0043234~protein complex,
ENSG00000251287	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like 2(ALG1L2)	Homo sapiens	GO:0005783~endoplasmic reticulum,
ENSG00000033011	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase(ALG1)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000175548	ALG10B, alpha-1,2-glucosyltransferase(ALG10B)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000253710	ALG11, alpha-1,2-mannosyltransferase(ALG11)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000172339	ALG14, UDP-N-acetylglucosaminyltransferase subunit(ALG14)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0031965~nuclear membrane,
ENSG00000214160	ALG3, alpha-1,3- mannosyltransferase(ALG3)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000120697	ALG5, dolichyl-phosphate beta-glucosyltransferase(ALG5)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000088035	ALG6, alpha-1,3-glucosyltransferase(ALG6)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000159063	ALG8, alpha-1,3-glucosyltransferase(ALG8)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000086848	ALG9, alpha-1,2-mannosyltransferase(ALG9)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000116127	ALMS1, centrosome and basal body associated protein(ALMS1)	Homo sapiens	GO:0000922~spindle pole,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005814~centriole,GO:0005829~cytosol,GO:0031514~motile cilium,GO:0036064~ciliary basal body,
ENSG00000178038	ALS2 C-terminal like(ALS2CL)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000003393	ALS2, alsin Rho guanine nucleotide exchange factor(ALS2)	Homo sapiens	GO:0001726~ruffle,GO:0005769~early endosome,GO:0005813~centrosome,GO:0005829~cytosol,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0030027~lamellipodium,GO:0030424~axon,GO:0030425~dendrite,GO:0030426~growth cone,GO:0031982~vesicle,GO:0043025~neuronal cell body,GO:0043197~dendritic spine,GO:0043231~intracellular membrane-bounded organelle,GO:0043234~protein complex,
ENSG00000052850	ALX homeobox 4(ALX4)	Homo sapiens	GO:0005634~nucleus,GO:0005667~transcription factor complex,
ENSG00000154122	ANKH inorganic pyrophosphate transport regulator(ANKH)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0019867~outer membrane,
ENSG00000254996	ANKHD1-EIF4EBP3 readthrough(ANKHD1-EIF4EBP3)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000115977	AP2 associated kinase 1(AAK1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005905~clathrin-coated pit,GO:0019897~extrinsic component of plasma membrane,GO:0030136~clathrin-coated vesicle,GO:0031252~cell leading edge,GO:0043195~terminal bouton,
ENSG00000149089	APAF1 interacting protein(APIP)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000154856	APC down-regulated 1(APCDD1)	Homo sapiens	GO:0005887~integral component of plasma membrane,
ENSG00000165566	APC membrane recruitment protein 2(AMER2)	Homo sapiens	GO:0005886~plasma membrane,
ENSG00000178171	APC membrane recruitment protein 3(AMER3)	Homo sapiens	GO:0005886~plasma membrane,
ENSG00000134982	APC, WNT signaling pathway regulator(APC)	Homo sapiens	GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005874~microtubule,GO:0005881~cytoplasmic microtubule,GO:0005886~plasma membrane,GO:0005912~adherens junction,GO:0005913~cell-cell adherens junction,GO:0005923~bicellular tight junction,GO:0016328~lateral plasma membrane,GO:0016342~catenin complex,GO:0030027~lamellipodium,GO:0030877~beta-catenin destruction complex,GO:0032587~ruffle membrane,GO:1990909~Wnt signalosome,
ENSG00000115266	APC2, WNT signaling pathway regulator(APC2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005874~microtubule,GO:0005881~cytoplasmic microtubule,GO:0005884~actin filament,GO:0015630~microtubule cytoskeleton,GO:0016342~catenin complex,GO:0030877~beta-catenin destruction complex,GO:0031258~lamellipodium membrane,GO:0048471~perinuclear region of cytoplasm,
ENSG00000251503	APITD1-CORT readthrough(APITD1-CORT)	Homo sapiens	GO:0000776~kinetochore,GO:0000777~condensed chromosome kinetochore,GO:0005576~extracellular region,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0043240~Fanconi anaemia nuclear complex,GO:0071821~FANCM-MHF complex,
ENSG00000112379	ARFGEF family member 3(ARFGEF3)	Homo sapiens	GO:0016021~integral component of membrane,GO:0030658~transport vesicle membrane,
ENSG00000138107	ARP1 actin-related protein 1 homolog A, centractin alpha(ACTR1A)	Homo sapiens	GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005869~dynactin complex,GO:0005875~microtubule associated complex,GO:0015630~microtubule cytoskeleton,GO:0043209~myelin sheath,GO:0070062~extracellular exosome,GO:1990752~microtubule end,
ENSG00000115073	ARP1 actin-related protein 1 homolog B, centractin beta(ACTR1B)	Homo sapiens	GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005869~dynactin complex,GO:0015630~microtubule cytoskeleton,GO:0016020~membrane,GO:0070062~extracellular exosome,GO:1990752~microtubule end,
ENSG00000138071	ARP2 actin related protein 2 homolog(ACTR2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005885~Arp2/3 protein complex,GO:0005925~focal adhesion,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0030478~actin cap,GO:0042995~cell projection,GO:0070062~extracellular exosome,
ENSG00000115091	ARP3 actin related protein 3 homolog(ACTR3)	Homo sapiens	GO:0005829~cytosol,GO:0005885~Arp2/3 protein complex,GO:0005903~brush border,GO:0005911~cell-cell junction,GO:0005925~focal adhesion,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0030027~lamellipodium,GO:0070062~extracellular exosome,
ENSG00000106526	ARP3 actin-related protein 3 homolog C(ACTR3C)	Homo sapiens	GO:0005885~Arp2/3 protein complex,GO:0070062~extracellular exosome,
ENSG00000101442	ARP5 actin-related protein 5 homolog(ACTR5)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0031011~Ino80 complex,
ENSG00000075089	ARP6 actin-related protein 6 homolog(ACTR6)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,
ENSG00000116539	ASH1 like histone lysine methyltransferase(ASH1L)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005923~bicellular tight junction,GO:0070062~extracellular exosome,
ENSG00000129691	ASH2 like histone lysine methyltransferase complex subunit(ASH2L)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005719~nuclear euchromatin,GO:0035097~histone methyltransferase complex,GO:0044666~MLL3/4 complex,GO:0048188~Set1C/COMPASS complex,GO:0071339~MLL1 complex,
ENSG00000169696	ASPSCR1, UBX domain containing tether for SLC2A4(ASPSCR1)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0009898~cytoplasmic side of plasma membrane,GO:0012505~endomembrane system,GO:0012506~vesicle membrane,GO:0019898~extrinsic component of membrane,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0048471~perinuclear region of cytoplasm,
ENSG00000153207	AT-hook containing transcription factor 1(AHCTF1)	Homo sapiens	GO:0000777~condensed chromosome kinetochore,GO:0000785~chromatin,GO:0005634~nucleus,GO:0005643~nuclear pore,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0016363~nuclear matrix,GO:0031080~nuclear pore outer ring,GO:0031965~nuclear membrane,GO:0034399~nuclear periphery,GO:0070062~extracellular exosome,
ENSG00000106948	AT-hook transcription factor(AKNA)	Homo sapiens	GO:0005634~nucleus,GO:0016020~membrane,
ENSG00000117713	AT-rich interaction domain 1A(ARID1A)	Homo sapiens	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016514~SWI/SNF complex,GO:0071564~npBAF complex,GO:0071565~nBAF complex,GO:0090544~BAF-type complex,
ENSG00000189079	AT-rich interaction domain 2(ARID2)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005886~plasma membrane,GO:0090544~BAF-type complex,
ENSG00000116017	AT-rich interaction domain 3A(ARID3A)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0045121~membrane raft,
ENSG00000179361	AT-rich interaction domain 3B(ARID3B)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,
ENSG00000205143	AT-rich interaction domain 3C(ARID3C)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0045121~membrane raft,
ENSG00000150347	AT-rich interaction domain 5B(ARID5B)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,
ENSG00000167654	ATCAY, caytaxin(ATCAY)	Homo sapiens	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0030424~axon,GO:0030425~dendrite,GO:0031966~mitochondrial membrane,GO:0043005~neuron projection,GO:0045202~synapse,
ENSG00000166454	ATM interactor(ATMIN)	Homo sapiens	GO:0005634~nucleus,
ENSG00000149311	ATM serine/threonine kinase(ATM)	Homo sapiens	GO:0000781~chromosome, telomeric region,GO:0000784~nuclear chromosome, telomeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005819~spindle,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0031410~cytoplasmic vesicle,GO:1990391~DNA repair complex,
ENSG00000165029	ATP binding cassette subfamily A member 1(ABCA1)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0030139~endocytic vesicle,GO:0034364~high-density lipoprotein particle,GO:0045121~membrane raft,GO:0045335~phagocytic vesicle,GO:0048471~perinuclear region of cytoplasm,
ENSG00000154263	ATP binding cassette subfamily A member 10(ABCA10)	Homo sapiens	GO:0016021~integral component of membrane,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000107331	ATP binding cassette subfamily A member 2(ABCA2)	Homo sapiens	GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005768~endosome,GO:0005815~microtubule organizing center,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0031410~cytoplasmic vesicle,GO:0043190~ATP-binding cassette (ABC) transporter complex,
ENSG00000167972	ATP binding cassette subfamily A member 3(ABCA3)	Homo sapiens	GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0097208~alveolar lamellar body,GO:0097232~lamellar body membrane,GO:0097233~alveolar lamellar body membrane,
ENSG00000198691	ATP binding cassette subfamily A member 4(ABCA4)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0097381~photoreceptor disc membrane,
ENSG00000154265	ATP binding cassette subfamily A member 5(ABCA5)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005770~late endosome,GO:0016021~integral component of membrane,GO:0031902~late endosome membrane,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000154262	ATP binding cassette subfamily A member 6(ABCA6)	Homo sapiens	GO:0016021~integral component of membrane,GO:0043231~intracellular membrane-bounded organelle,
