"id_with_url","name","species","feature_type","description"
"ENSG00000199839","RNA5SP150","Human","Gene","RNA, 5S ribosomal pseudogene 150 [Source:HGNC Symbol;Acc:HGNC:43050]"
"ENSG00000199843","RNA5SP358","Human","Gene","RNA, 5S ribosomal pseudogene 358 [Source:HGNC Symbol;Acc:HGNC:43258]"
"ENSG00000199845","RNA5SP375","Human","Gene","RNA, 5S ribosomal pseudogene 375 [Source:HGNC Symbol;Acc:HGNC:43275]"
"ENSG00000199874","RNA5SP452","Human","Gene","RNA, 5S ribosomal pseudogene 452 [Source:HGNC Symbol;Acc:HGNC:43352]"
"ENSG00000199900","RNA5SP463","Human","Gene","RNA, 5S ribosomal pseudogene 463 [Source:HGNC Symbol;Acc:HGNC:43363]"
"ENSG00000199910","RNA5S10","Human","Gene","RNA, 5S ribosomal 10 [Source:HGNC Symbol;Acc:HGNC:34371]"
"ENSG00000199929","RNA5SP405","Human","Gene","RNA, 5S ribosomal pseudogene 405 [Source:HGNC Symbol;Acc:HGNC:43305]"
"ENSG00000199953","RNA5SP443","Human","Gene","RNA, 5S ribosomal pseudogene 443 [Source:HGNC Symbol;Acc:HGNC:43343]"
"ENSG00000199985","RNA5SP264","Human","Gene","RNA, 5S ribosomal pseudogene 264 [Source:HGNC Symbol;Acc:HGNC:43164]"
"ENSG00000199994","RNA5SP145","Human","Gene","RNA, 5S ribosomal pseudogene 145 [Source:HGNC Symbol;Acc:HGNC:43045]"
"ENSG00000200021","RNA5SP448","Human","Gene","RNA, 5S ribosomal pseudogene 448 [Source:HGNC Symbol;Acc:HGNC:43348]"
"ENSG00000200028","RNA5SP98","Human","Gene","RNA, 5S ribosomal pseudogene 98 [Source:HGNC Symbol;Acc:HGNC:42896]"
"ENSG00000200036","RNA5SP65","Human","Gene","RNA, 5S ribosomal pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:42842]"
"ENSG00000200058","RNA5SP218","Human","Gene","RNA, 5S ribosomal pseudogene 218 [Source:HGNC Symbol;Acc:HGNC:43118]"
"ENSG00000200079","RNA5SP326","Human","Gene","RNA, 5S ribosomal pseudogene 326 [Source:HGNC Symbol;Acc:HGNC:43226]"
"ENSG00000200114","RNA5SP123","Human","Gene","RNA, 5S ribosomal pseudogene 123 [Source:HGNC Symbol;Acc:HGNC:43023]"
"ENSG00000200168","RNA5SP350","Human","Gene","RNA, 5S ribosomal pseudogene 350 [Source:HGNC Symbol;Acc:HGNC:43250]"
"ENSG00000200225","RNA5SP382","Human","Gene","RNA, 5S ribosomal pseudogene 382 [Source:HGNC Symbol;Acc:HGNC:43282]"
"ENSG00000200227","RNA5SP197","Human","Gene","RNA, 5S ribosomal pseudogene 197 [Source:HGNC Symbol;Acc:HGNC:43097]"
"ENSG00000200238","RNA5SP133","Human","Gene","RNA, 5S ribosomal pseudogene 133 [Source:HGNC Symbol;Acc:HGNC:43033]"
"ENSG00000200246","RNA5SP263","Human","Gene","RNA, 5S ribosomal pseudogene 263 [Source:HGNC Symbol;Acc:HGNC:43163]"
"ENSG00000200248","RNA5SP214","Human","Gene","RNA, 5S ribosomal pseudogene 214 [Source:HGNC Symbol;Acc:HGNC:43114]"
"ENSG00000200275","RNA5SP199","Human","Gene","RNA, 5S ribosomal pseudogene 199 [Source:HGNC Symbol;Acc:HGNC:43099]"
"ENSG00000200278","RNA5SP352","Human","Gene","RNA, 5S ribosomal pseudogene 352 [Source:HGNC Symbol;Acc:HGNC:43252]"
"ENSG00000200293","RNA5SP393","Human","Gene","RNA, 5S ribosomal pseudogene 393 [Source:HGNC Symbol;Acc:HGNC:43293]"
"ENSG00000200301","RNA5SP483","Human","Gene","RNA, 5S ribosomal pseudogene 483 [Source:HGNC Symbol;Acc:HGNC:43383]"
"ENSG00000200310","RNA5SP215","Human","Gene","RNA, 5S ribosomal pseudogene 215 [Source:HGNC Symbol;Acc:HGNC:43115]"
"ENSG00000200326","RNA5SP391","Human","Gene","RNA, 5S ribosomal pseudogene 391 [Source:HGNC Symbol;Acc:HGNC:43291]"
"ENSG00000200327","RNA5SP62","Human","Gene","RNA, 5S ribosomal pseudogene 62 [Source:HGNC Symbol;Acc:HGNC:42839]"
"ENSG00000200336","RNA5SP333","Human","Gene","RNA, 5S ribosomal pseudogene 333 [Source:HGNC Symbol;Acc:HGNC:43233]"
"ENSG00000200343","RNA5S8","Human","Gene","RNA, 5S ribosomal 8 [Source:HGNC Symbol;Acc:HGNC:34369]"
"ENSG00000200370","RNA5S17","Human","Gene","RNA, 5S ribosomal 17 [Source:HGNC Symbol;Acc:HGNC:34378]"
"ENSG00000200381","RNA5S4","Human","Gene","RNA, 5S ribosomal 4 [Source:HGNC Symbol;Acc:HGNC:34365]"
"ENSG00000200408","RNA5SP74","Human","Gene","RNA, 5S ribosomal pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:42851]"
"ENSG00000200411","RNA5SP346","Human","Gene","RNA, 5S ribosomal pseudogene 346 [Source:HGNC Symbol;Acc:HGNC:43246]"
"ENSG00000200468","RNA5SP403","Human","Gene","RNA, 5S ribosomal pseudogene 403 [Source:HGNC Symbol;Acc:HGNC:43303]"
"ENSG00000200473","RNA5SP507","Human","Gene","RNA, 5S ribosomal pseudogene 507 [Source:HGNC Symbol;Acc:HGNC:43407]"
"ENSG00000200487","RNA5SP322","Human","Gene","RNA, 5S ribosomal pseudogene 322 [Source:HGNC Symbol;Acc:HGNC:43222]"
"ENSG00000200516","RNA5SP378","Human","Gene","RNA, 5S ribosomal pseudogene 378 [Source:HGNC Symbol;Acc:HGNC:43278]"
"ENSG00000200527","RNA5SP457","Human","Gene","RNA, 5S ribosomal pseudogene 457 [Source:HGNC Symbol;Acc:HGNC:43357]"
"ENSG00000200558","RNA5SP429","Human","Gene","RNA, 5S ribosomal pseudogene 429 [Source:HGNC Symbol;Acc:HGNC:43329]"
"ENSG00000200587","RNA5SP514","Human","Gene","RNA, 5S ribosomal pseudogene 514 [Source:HGNC Symbol;Acc:HGNC:43414]"
"ENSG00000200601","RNA5SP50","Human","Gene","RNA, 5S ribosomal pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:42827]"
"ENSG00000200613","RNA5SP349","Human","Gene","RNA, 5S ribosomal pseudogene 349 [Source:HGNC Symbol;Acc:HGNC:43249]"
"ENSG00000200619","RNA5SP447","Human","Gene","RNA, 5S ribosomal pseudogene 447 [Source:HGNC Symbol;Acc:HGNC:43347]"
"ENSG00000200624","RNA5S6","Human","Gene","RNA, 5S ribosomal 6 [Source:HGNC Symbol;Acc:HGNC:34367]"
"ENSG00000200626","RNA5SP325","Human","Gene","RNA, 5S ribosomal pseudogene 325 [Source:HGNC Symbol;Acc:HGNC:43225]"
"ENSG00000200650","RNA5SP114","Human","Gene","RNA, 5S ribosomal pseudogene 114 [Source:HGNC Symbol;Acc:HGNC:42912]"
"ENSG00000200687","RNA5SP335","Human","Gene","RNA, 5S ribosomal pseudogene 335 [Source:HGNC Symbol;Acc:HGNC:43235]"
"ENSG00000200709","RNA5SP27","Human","Gene","RNA, 5S ribosomal pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:42603]"
"ENSG00000200711","RNA5SP28","Human","Gene","RNA, 5S ribosomal pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42604]"
"ENSG00000200719","RNA5SP260","Human","Gene","RNA, 5S ribosomal pseudogene 260 [Source:HGNC Symbol;Acc:HGNC:43160]"
"ENSG00000200738","RNA5SP472","Human","Gene","RNA, 5S ribosomal pseudogene 472 [Source:HGNC Symbol;Acc:HGNC:43372]"
"ENSG00000200741","RNA5SP161","Human","Gene","RNA, 5S ribosomal pseudogene 161 [Source:HGNC Symbol;Acc:HGNC:43061]"
"ENSG00000200755","RNA5SP68","Human","Gene","RNA, 5S ribosomal pseudogene 68 [Source:HGNC Symbol;Acc:HGNC:42845]"
"ENSG00000200786","RNA5SP234","Human","Gene","RNA, 5S ribosomal pseudogene 234 [Source:HGNC Symbol;Acc:HGNC:43134]"
"ENSG00000200806","RNA5SP275","Human","Gene","RNA, 5S ribosomal pseudogene 275 [Source:HGNC Symbol;Acc:HGNC:43175]"
"ENSG00000200839","RNA5SP48","Human","Gene","RNA, 5S ribosomal pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:42824]"
"ENSG00000200852","RNA5SP499","Human","Gene","RNA, 5S ribosomal pseudogene 499 [Source:HGNC Symbol;Acc:HGNC:43399]"
"ENSG00000200872","RNA5SP456","Human","Gene","RNA, 5S ribosomal pseudogene 456 [Source:HGNC Symbol;Acc:HGNC:43356]"
"ENSG00000200873","RNA5SP399","Human","Gene","RNA, 5S ribosomal pseudogene 399 [Source:HGNC Symbol;Acc:HGNC:43299]"
"ENSG00000200890","RNA5SP99","Human","Gene","RNA, 5S ribosomal pseudogene 99 [Source:HGNC Symbol;Acc:HGNC:42897]"
"ENSG00000200914","RNA5SP435","Human","Gene","RNA, 5S ribosomal pseudogene 435 [Source:HGNC Symbol;Acc:HGNC:43335]"
"ENSG00000200985","RNA5SP493","Human","Gene","RNA, 5S ribosomal pseudogene 493 [Source:HGNC Symbol;Acc:HGNC:43393]"
"ENSG00000201000","RNA5SP516","Human","Gene","RNA, 5S ribosomal pseudogene 516 [Source:HGNC Symbol;Acc:HGNC:43416]"
"ENSG00000201014","RNA5SP232","Human","Gene","RNA, 5S ribosomal pseudogene 232 [Source:HGNC Symbol;Acc:HGNC:43132]"
"ENSG00000201035","RNA5SP469","Human","Gene","RNA, 5S ribosomal pseudogene 469 [Source:HGNC Symbol;Acc:HGNC:43369]"
"ENSG00000201041","RNA5SP242","Human","Gene","RNA, 5S ribosomal pseudogene 242 [Source:HGNC Symbol;Acc:HGNC:43142]"
"ENSG00000201059","RNA5SP336","Human","Gene","RNA, 5S ribosomal pseudogene 336 [Source:HGNC Symbol;Acc:HGNC:43236]"
"ENSG00000201086","RNA5SP394","Human","Gene","RNA, 5S ribosomal pseudogene 394 [Source:HGNC Symbol;Acc:HGNC:43294]"
"ENSG00000201096","RNA5SP387","Human","Gene","RNA, 5S ribosomal pseudogene 387 [Source:HGNC Symbol;Acc:HGNC:43287]"
"ENSG00000201109","RNA5SP245","Human","Gene","RNA, 5S ribosomal pseudogene 245 [Source:HGNC Symbol;Acc:HGNC:43145]"
"ENSG00000201145","RNA5SP175","Human","Gene","RNA, 5S ribosomal pseudogene 175 [Source:HGNC Symbol;Acc:HGNC:43075]"
"ENSG00000201148","RNA5SP42","Human","Gene","RNA, 5S ribosomal pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:42818]"
"ENSG00000201168","RNA5SP368","Human","Gene","RNA, 5S ribosomal pseudogene 368 [Source:HGNC Symbol;Acc:HGNC:43268]"
"ENSG00000201185","RNA5SP202","Human","Gene","RNA, 5S ribosomal pseudogene 202 [Source:HGNC Symbol;Acc:HGNC:43102]"
"ENSG00000201210","RNA5SP139","Human","Gene","RNA, 5S ribosomal pseudogene 139 [Source:HGNC Symbol;Acc:HGNC:43039]"
"ENSG00000201274","RNA5SP192","Human","Gene","RNA, 5S ribosomal pseudogene 192 [Source:HGNC Symbol;Acc:HGNC:43092]"
"ENSG00000201301","RNA5SP130","Human","Gene","RNA, 5S ribosomal pseudogene 130 [Source:HGNC Symbol;Acc:HGNC:43030]"
"ENSG00000201312","RNA5SP72","Human","Gene","RNA, 5S ribosomal pseudogene 72 [Source:HGNC Symbol;Acc:HGNC:42849]"
"ENSG00000201321","RNA5S9","Human","Gene","RNA, 5S ribosomal 9 [Source:HGNC Symbol;Acc:HGNC:34370]"
"ENSG00000201325","RNA5SP142","Human","Gene","RNA, 5S ribosomal pseudogene 142 [Source:HGNC Symbol;Acc:HGNC:43042]"
"ENSG00000201347","RNA5SP69","Human","Gene","RNA, 5S ribosomal pseudogene 69 [Source:HGNC Symbol;Acc:HGNC:42846]"
"ENSG00000201355","RNA5S14","Human","Gene","RNA, 5S ribosomal 14 [Source:HGNC Symbol;Acc:HGNC:34375]"
"ENSG00000201356","RNA5SP500","Human","Gene","RNA, 5S ribosomal pseudogene 500 [Source:HGNC Symbol;Acc:HGNC:43400]"
"ENSG00000201361","RNA5SP433","Human","Gene","RNA, 5S ribosomal pseudogene 433 [Source:HGNC Symbol;Acc:HGNC:43333]"
"ENSG00000201394","RNA5SP140","Human","Gene","RNA, 5S ribosomal pseudogene 140 [Source:HGNC Symbol;Acc:HGNC:43040]"
"ENSG00000201413","RNA5SP141","Human","Gene","RNA, 5S ribosomal pseudogene 141 [Source:HGNC Symbol;Acc:HGNC:43041]"
"ENSG00000201415","RNA5SP204","Human","Gene","RNA, 5S ribosomal pseudogene 204 [Source:HGNC Symbol;Acc:HGNC:43104]"
"ENSG00000201420","RNA5SP512","Human","Gene","RNA, 5S ribosomal pseudogene 512 [Source:HGNC Symbol;Acc:HGNC:43412]"
"ENSG00000201440","RNA5SP515","Human","Gene","RNA, 5S ribosomal pseudogene 515 [Source:HGNC Symbol;Acc:HGNC:43415]"
"ENSG00000201447","RNA5SP509","Human","Gene","RNA, 5S ribosomal pseudogene 509 [Source:HGNC Symbol;Acc:HGNC:43409]"
"ENSG00000201469","RNA5SP379","Human","Gene","RNA, 5S ribosomal pseudogene 379 [Source:HGNC Symbol;Acc:HGNC:43279]"
"ENSG00000201476","RNA5SP353","Human","Gene","RNA, 5S ribosomal pseudogene 353 [Source:HGNC Symbol;Acc:HGNC:43253]"
"ENSG00000201492","RNA5SP78","Human","Gene","RNA, 5S ribosomal pseudogene 78 [Source:HGNC Symbol;Acc:HGNC:42855]"
"ENSG00000201518","RNA5SP513","Human","Gene","RNA, 5S ribosomal pseudogene 513 [Source:HGNC Symbol;Acc:HGNC:43413]"
"ENSG00000201523","RNA5SP205","Human","Gene","RNA, 5S ribosomal pseudogene 205 [Source:HGNC Symbol;Acc:HGNC:43105]"
"ENSG00000201527","RNA5SP478","Human","Gene","RNA, 5S ribosomal pseudogene 478 [Source:HGNC Symbol;Acc:HGNC:43378]"
"ENSG00000201532","RNA5SP194","Human","Gene","RNA, 5S ribosomal pseudogene 194 [Source:HGNC Symbol;Acc:HGNC:43094]"
"ENSG00000201567","RNA5SP510","Human","Gene","RNA, 5S ribosomal pseudogene 510 [Source:HGNC Symbol;Acc:HGNC:43410]"
"ENSG00000201588","RNA5S2","Human","Gene","RNA, 5S ribosomal 2 [Source:HGNC Symbol;Acc:HGNC:34363]"
"ENSG00000201594","RNA5SP517","Human","Gene","RNA, 5S ribosomal pseudogene 517 [Source:HGNC Symbol;Acc:HGNC:43417]"
"ENSG00000201595","RNA5SP132","Human","Gene","RNA, 5S ribosomal pseudogene 132 [Source:HGNC Symbol;Acc:HGNC:43032]"
"ENSG00000201610","RNA5SP84","Human","Gene","RNA, 5S ribosomal pseudogene 84 [Source:HGNC Symbol;Acc:HGNC:42882]"
"ENSG00000201618","RNA5SP505","Human","Gene","RNA, 5S ribosomal pseudogene 505 [Source:HGNC Symbol;Acc:HGNC:43405]"
"ENSG00000201620","RNA5SP51","Human","Gene","RNA, 5S ribosomal pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:42828]"
"ENSG00000201671","RNA5SP90","Human","Gene","RNA, 5S ribosomal pseudogene 90 [Source:HGNC Symbol;Acc:HGNC:42888]"
"ENSG00000201695","RNA5SP334","Human","Gene","RNA, 5S ribosomal pseudogene 334 [Source:HGNC Symbol;Acc:HGNC:43234]"
"ENSG00000201704","RNA5SP396","Human","Gene","RNA, 5S ribosomal pseudogene 396 [Source:HGNC Symbol;Acc:HGNC:43296]"
"ENSG00000201708","RNA5SP359","Human","Gene","RNA, 5S ribosomal pseudogene 359 [Source:HGNC Symbol;Acc:HGNC:43259]"
"ENSG00000201713","RNA5SP125","Human","Gene","RNA, 5S ribosomal pseudogene 125 [Source:HGNC Symbol;Acc:HGNC:43025]"
"ENSG00000201727","RNA5SP173","Human","Gene","RNA, 5S ribosomal pseudogene 173 [Source:HGNC Symbol;Acc:HGNC:43073]"
"ENSG00000201728","RNA5SP479","Human","Gene","RNA, 5S ribosomal pseudogene 479 [Source:HGNC Symbol;Acc:HGNC:43379]"
"ENSG00000201736","RNA5SP160","Human","Gene","RNA, 5S ribosomal pseudogene 160 [Source:HGNC Symbol;Acc:HGNC:43060]"
"ENSG00000201763","RNA5SP267","Human","Gene","RNA, 5S ribosomal pseudogene 267 [Source:HGNC Symbol;Acc:HGNC:43167]"
"ENSG00000201766","RNA5SP302","Human","Gene","RNA, 5S ribosomal pseudogene 302 [Source:HGNC Symbol;Acc:HGNC:43202]"
"ENSG00000201790","RNA5SP189","Human","Gene","RNA, 5S ribosomal pseudogene 189 [Source:HGNC Symbol;Acc:HGNC:43089]"
"ENSG00000201812","RNA5SP488","Human","Gene","RNA, 5S ribosomal pseudogene 488 [Source:HGNC Symbol;Acc:HGNC:43388]"
"ENSG00000201822","RNA5SP149","Human","Gene","RNA, 5S ribosomal pseudogene 149 [Source:HGNC Symbol;Acc:HGNC:43049]"
"ENSG00000201846","RNA5SP166","Human","Gene","RNA, 5S ribosomal pseudogene 166 [Source:HGNC Symbol;Acc:HGNC:43066]"
"ENSG00000201856","RNA5SP331","Human","Gene","RNA, 5S ribosomal pseudogene 331 [Source:HGNC Symbol;Acc:HGNC:43231]"
"ENSG00000201861","RNA5SP298","Human","Gene","RNA, 5S ribosomal pseudogene 298 [Source:HGNC Symbol;Acc:HGNC:43198]"
"ENSG00000201876","RNA5SP97","Human","Gene","RNA, 5S ribosomal pseudogene 97 [Source:HGNC Symbol;Acc:HGNC:42895]"
"ENSG00000201920","RNA5SP442","Human","Gene","RNA, 5S ribosomal pseudogene 442 [Source:HGNC Symbol;Acc:HGNC:43342]"
"ENSG00000201923","RNA5SP485","Human","Gene","RNA, 5S ribosomal pseudogene 485 [Source:HGNC Symbol;Acc:HGNC:43385]"
"ENSG00000201925","RNA5S15","Human","Gene","RNA, 5S ribosomal 15 [Source:HGNC Symbol;Acc:HGNC:34376]"
"ENSG00000201931","RNA5SP172","Human","Gene","RNA, 5S ribosomal pseudogene 172 [Source:HGNC Symbol;Acc:HGNC:43072]"
"ENSG00000201939","RNA5SP224","Human","Gene","RNA, 5S ribosomal pseudogene 224 [Source:HGNC Symbol;Acc:HGNC:43124]"
"ENSG00000201942","RNA5SP363","Human","Gene","RNA, 5S ribosomal pseudogene 363 [Source:HGNC Symbol;Acc:HGNC:43263]"
"ENSG00000201962","RNA5SP126","Human","Gene","RNA, 5S ribosomal pseudogene 126 [Source:HGNC Symbol;Acc:HGNC:43026]"
"ENSG00000201966","RNA5-8SP4","Human","Gene","RNA, 5.8S ribosomal pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:41958]"
"ENSG00000201968","RNA5SP138","Human","Gene","RNA, 5S ribosomal pseudogene 138 [Source:HGNC Symbol;Acc:HGNC:43038]"
"ENSG00000201999","RNA5SP428","Human","Gene","RNA, 5S ribosomal pseudogene 428 [Source:HGNC Symbol;Acc:HGNC:43328]"
"ENSG00000202044","RNA5SP223","Human","Gene","RNA, 5S ribosomal pseudogene 223 [Source:HGNC Symbol;Acc:HGNC:43123]"
"ENSG00000202047","RNA5SP324","Human","Gene","RNA, 5S ribosomal pseudogene 324 [Source:HGNC Symbol;Acc:HGNC:43224]"
"ENSG00000202054","RNA5SP152","Human","Gene","RNA, 5S ribosomal pseudogene 152 [Source:HGNC Symbol;Acc:HGNC:43052]"
"ENSG00000202056","RNA5SP19","Human","Gene","RNA, 5S ribosomal pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:42587]"
"ENSG00000202060","RNA5SP455","Human","Gene","RNA, 5S ribosomal pseudogene 455 [Source:HGNC Symbol;Acc:HGNC:43355]"
"ENSG00000202063","RNA5SP79","Human","Gene","RNA, 5S ribosomal pseudogene 79 [Source:HGNC Symbol;Acc:HGNC:42856]"
"ENSG00000202092","RNA5SP190","Human","Gene","RNA, 5S ribosomal pseudogene 190 [Source:HGNC Symbol;Acc:HGNC:43090]"
"ENSG00000202147","RNA5SP329","Human","Gene","RNA, 5S ribosomal pseudogene 329 [Source:HGNC Symbol;Acc:HGNC:43229]"
"ENSG00000202164","RNA5SP117","Human","Gene","RNA, 5S ribosomal pseudogene 117 [Source:HGNC Symbol;Acc:HGNC:42915]"
"ENSG00000202175","RNA5SP128","Human","Gene","RNA, 5S ribosomal pseudogene 128 [Source:HGNC Symbol;Acc:HGNC:43028]"
"ENSG00000202187","RNA5SP355","Human","Gene","RNA, 5S ribosomal pseudogene 355 [Source:HGNC Symbol;Acc:HGNC:43255]"
"ENSG00000202193","RNA5SP427","Human","Gene","RNA, 5S ribosomal pseudogene 427 [Source:HGNC Symbol;Acc:HGNC:43327]"
"ENSG00000202225","RNA5SP240","Human","Gene","RNA, 5S ribosomal pseudogene 240 [Source:HGNC Symbol;Acc:HGNC:43140]"
"ENSG00000202248","RNA5SP85","Human","Gene","RNA, 5S ribosomal pseudogene 85 [Source:HGNC Symbol;Acc:HGNC:42883]"
"ENSG00000202257","RNA5S16","Human","Gene","RNA, 5S ribosomal 16 [Source:HGNC Symbol;Acc:HGNC:34377]"
"ENSG00000202263","RNA5SP22","Human","Gene","RNA, 5S ribosomal pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:42590]"
"ENSG00000202264","RNA5SP77","Human","Gene","RNA, 5S ribosomal pseudogene 77 [Source:HGNC Symbol;Acc:HGNC:42854]"
"ENSG00000202281","RNA5SP235","Human","Gene","RNA, 5S ribosomal pseudogene 235 [Source:HGNC Symbol;Acc:HGNC:43135]"
"ENSG00000202290","RNA5SP37","Human","Gene","RNA, 5S ribosomal pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:42613]"
"ENSG00000202322","RNA5SP131","Human","Gene","RNA, 5S ribosomal pseudogene 131 [Source:HGNC Symbol;Acc:HGNC:43031]"
"ENSG00000202324","RNA5SP366","Human","Gene","RNA, 5S ribosomal pseudogene 366 [Source:HGNC Symbol;Acc:HGNC:43266]"
"ENSG00000202331","RNA5SP167","Human","Gene","RNA, 5S ribosomal pseudogene 167 [Source:HGNC Symbol;Acc:HGNC:43067]"
"ENSG00000202334","RNA5SP238","Human","Gene","RNA, 5S ribosomal pseudogene 238 [Source:HGNC Symbol;Acc:HGNC:43138]"
"ENSG00000202356","RNA5SP277","Human","Gene","RNA, 5S ribosomal pseudogene 277 [Source:HGNC Symbol;Acc:HGNC:43177]"
